mol,sigma-p,sigma-m,p-Mulliken,m-Mulliken,p-xTB-Mulliken,m-xTB-Mulliken,p-NPA,m-NPA,p-MBS-Mulliken,m-MBS-Mulliken,p-Hirshfeld,m-Hirshfeld,p-Iterative Hirshfeld,m-Iterative Hirshfeld,p-ML-QMDESC Hirshfeld,m-ML-QMDESC Hirshfeld,p-CHELPG,m-CHELPG,p-MKUFF,m-MKUFF,p-HLYGAt,m-HLYGAt,p-APT,m-APT,p-CM5,m-CM5,p-xTB-CM5,m-xTB-CM5,p-Iterative CM5,m-Iterative CM5,p-NMR (GIAO),m-NMR (GIAO),p-NMR (CSGT),m-NMR (CSGT),p-NMR (IGAIM),m-NMR (IGAIM),p-NMR (ML-CASCADE),m-NMR (ML-CASCADE),p-NMR (ML-QMDESC),m-NMR (ML-QMDESC)
47,0.18,0.31,0.1136883931215997,0.11639489434608799,0.0364035726359447,0.0371582781278247,0.2124444901941689,0.2127805167155479,0.1088300409658398,0.11159234479536345,0.0428658365360605,0.045380717316852046,0.0979028289188636,0.1013208106204185,0.043047253,0.040479257500000004,0.0978979181458779,0.0893741306962624,0.1399916566700682,0.1336003909303674,0.1430493173056065,0.136380707009445,0.0559038088518959,0.0553226143515453,0.0989293350635721,0.1015131210321522,0.0924720886884777,0.09329264742494339,0.1539663274463751,0.1574530251972741,24.499769965567147,24.297654601162172,51.68338408622907,46.393522904730034,24.509980103579295,24.28897802828178,124.46,129.63,24.63598251,24.873550415
48,0.09,0.12,0.113333,0.1125975,0.03492,0.035595,0.21088,0.21112,0.107998,0.108509,0.043041,0.0433235,0.096319,0.097419,0.040874623,0.0397531505,0.095581,0.08567749999999999,0.129184,0.12677149999999998,0.128524,0.12852950000000002,0.049232,0.047864500000000004,0.099034,0.0993555,0.09092,0.09162000000000001,0.152311,0.153452,24.3148,24.2815,47.7859,47.51885,24.3021,24.263150000000003,127.65,129.095,24.57197952,24.658596035000002
49,0.03,0.2,0.113489,0.1160535,0.03459,0.035175,0.21242,0.212715,0.108533,0.1110485,0.042321,0.044994,0.098127,0.100799,0.041716065,0.0395431985,0.095352,0.091313,0.141532,0.1313085,0.140251,0.13589299999999999,0.053036,0.050627000000000005,0.098353,0.101124,0.09062,0.09131,0.154159,0.15692899999999999,24.5679,24.3301,52.0603,46.1446,24.5601,24.3078,126.15,129.45,24.62522125,24.749919894999998
50,0.35,0.38,0.1171138292186222,0.1193301943331817,0.0395499418319558,0.0407411793258263,0.2137974877847107,0.21463370666480705,0.1112969187974103,0.11409595032449024,0.044967418448402,0.0471578490279682,0.0997852400532644,0.10377933879039244,0.044771653,0.0412756395,0.1042186648876435,0.0865359181638157,0.1389506602592156,0.13004316571450394,0.1409260703958413,0.13406972675873935,0.0582440127969697,0.05821664213048895,0.1010604179830577,0.10330835135468999,0.0956474412502753,0.09688743194338825,0.1558774896460881,0.1599297160880302,24.385010772721785,24.261889637675626,49.630527453877775,46.413718871683855,24.388686767395345,24.252565457845048,125.81,129.46,24.63663101,24.873874665
51,-0.21,-0.07,0.105579,0.104884,0.02798,0.027549999999999998,0.2077,0.206735,0.102489,0.10263749999999999,0.038268,0.0389635,0.091926,0.0915755,0.036988776,0.036661135,0.085655,0.073629,0.118617,0.12488,0.1268,0.130242,0.044531,0.039398,0.094216,0.094959,0.08392,0.08354500000000001,0.147875,0.147571,24.5749,24.447049999999997,51.3147,47.8029,24.5722,24.39945,126.32,128.3,24.68940735,24.724438669999998
52,-0.16,-0.08,0.1063527272146566,0.10499188521695424,0.0282893514573566,0.028048253803842252,0.2075851568998919,0.20679749373248668,0.1025777301301906,0.1025939934041134,0.038546394816541,0.0388644221941139,0.091698421521558,0.09153782064338101,0.036810577,0.036821585,0.0861212015120629,0.07709601414331005,0.1210881449090831,0.12453138206419154,0.1240779302213369,0.1255551213270873,0.0437234012672871,0.03925445140102255,0.0944893199573599,0.09482778403631595,0.0842336185458796,0.08401363061782391,0.1476413466623769,0.1475013334346728,24.499506747552264,24.382696241692436,50.540292114064286,47.65894809976098,24.466959368473415,24.343681696006065,125.78,128.305,24.68346977,24.71434116
53,-0.72,-0.23,0.0966559783546218,0.09855321198311486,0.0234414838419236,0.021868351651554,0.2063970610516083,0.20370817649236425,0.0975461260448121,0.09879268653313095,0.0326480069053008,0.0362718290009011,0.0896100611739506,0.0883539811812428,0.035167783,0.033201059,0.0880487555869035,0.06967972631878695,0.1243895655728525,0.12142205927781904,0.1309012807080948,0.12134153886642754,0.0423422344953016,0.035488574237584,0.088572848229926,0.09233619733788785,0.0793715897948713,0.07792960627154269,0.1455347130003416,0.14441844426734674,25.11374463867966,24.490474083832346,62.46628478050936,46.14514467393101,25.1388789597666,24.445462134813766,116.84,129.42,24.78216934,24.98747635
54,-0.25,0.1,0.1039178320292789,0.10663993121390235,0.0287062876534888,0.02826772453753755,0.2083727338037212,0.20715506598329037,0.101780636069638,0.1040372508929583,0.0367308957935857,0.0398697561769717,0.0922090719646651,0.0937248635675875,0.038652338,0.0371052735,0.0942667184517719,0.08228304485082824,0.1405481000526534,0.12114134482504091,0.1440320053302425,0.12913733627207505,0.0475859310273908,0.044264370717050805,0.0927314798134903,0.09594317784502121,0.0847026329158767,0.08434220303216695,0.1482096087638418,0.14979801808367404,24.803571272729904,24.400397622357954,57.03521043623677,46.49944638727413,24.818932762314155,24.374307962341273,121.02,129.675,24.63742065,24.874267574999998
55,-0.07,-0.03,0.1087399699722955,0.1078473128241984,0.0303486344927857,0.03038812341263935,0.2087484849381127,0.2082554081260922,0.1044133084741509,0.1046344159810733,0.0400517848783757,0.04037802182609525,0.0933597659643594,0.09355442200616325,0.039143153,0.038548506999999996,0.0873116395716714,0.07834433774847085,0.1162948966250808,0.12730777410316702,0.1218516286966406,0.12969600825556885,0.0452590256259593,0.0414048456924928,0.0960099961634236,0.09636290822995544,0.0863108491706164,0.08637484681107915,0.1493172438308147,0.14953900859286118,24.452759923553337,24.355698572540575,49.71754456329363,47.367592995838734,24.42255765129092,24.319596050863126,126.16,128.61,24.70067596,24.722944255
56,0.45,0.37,0.1153339785825504,0.11353141664557051,0.034533324409396,0.03528232173221475,0.2100053297637584,0.21142532976375833,0.1090309973228188,0.10899439437791944,0.0442187254802684,0.0434880302991946,0.0952549286928859,0.0970230962519463,0.041476883,0.042016892,0.0811899113640297,0.0875444850223496,0.1284925325417419,0.1265344529857672,0.1293750625161091,0.1224311524548331,0.0528390566912759,0.0506840394340934,0.1002193270865771,0.09957656327557046,0.0905259892912752,0.09137098929127516,0.1512557967873825,0.15311112922832215,24.171199732281885,24.25410605983893,43.221294573275145,48.322292552731554,24.171986809449667,24.221456729134232,133.66,128.95999999999998,24.55080414,24.480474475
57,-0.14,-0.05,0.106102623104137,0.10486247731978425,0.0282906479460433,0.0280493682491008,0.2074449136025182,0.2065274729964032,0.1024477861679862,0.1023723790435255,0.0384684416764393,0.0386791096058456,0.091607964356655,0.09122272839361555,0.037136558,0.0368182175,0.0822318519487475,0.07819218698973775,0.1245329181784012,0.11394108475692545,0.1302766783499895,0.1192270529017994,0.0438324092861511,0.037123478383094696,0.0944083563633098,0.09464773757553985,0.0842370302356116,0.08401341252517995,0.1475478790435255,0.1471913563633098,24.52225000070139,24.389962527284155,50.636817511797474,47.99248056302149,24.49375097241004,24.34887921178956,126.7,128.02499999999998,24.68940735,24.724438669999998
58,-0.15,-0.08,0.106271133155721,0.1049336873287961,0.028312691246426,0.0280649232096917,0.2075578345153586,0.2067546333236664,0.1025315968491921,0.1025419409276286,0.0385116856287825,0.0388229040311877,0.0916667985119866,0.09148042240804671,0.036836579,0.036848740500000005,0.0824054639894612,0.0775717601187309,0.1187919229461008,0.12446378098316095,0.1234878066004622,0.12638655709439975,0.0436220410704484,0.039119436017953854,0.0944536070908247,0.09478631560065374,0.0842559418743373,0.08402729677194015,0.1476091837806674,0.1474438384368549,24.501547629958473,24.382313258938204,50.55425922386989,47.68493716601197,24.468812995078803,24.343593118930855,125.79,128.315,24.68346977,24.71434116
59,-0.14,-0.05,0.1058134779804464,0.10430096286053064,0.0284247550192401,0.02810770263546445,0.207452508469059,0.20655431587207473,0.1024021790464897,0.10226109245631786,0.0384701562422255,0.038615118648205646,0.0916072576221531,0.0911910713458655,0.03725379,0.036942825,0.0863807158511537,0.0747726824387587,0.1222890355223907,0.10879521793671885,0.1302763023122895,0.10957382729278825,0.0430353100059287,0.0374420452783683,0.0944051334379614,0.09458469846313025,0.0843647550192401,0.0840729306781062,0.1475422348178889,0.14716015116079012,24.501165206989135,24.392991849126354,50.156824101884034,47.78363766435308,24.48229543914716,24.35814944640139,125.89,128.635,24.68940735,24.724438669999998
60,0.02,0.06,0.109314,0.108516,0.0302,0.03021,0.20881,0.208945,0.105314,0.105698,0.040394,0.041284,0.093711,0.094632,0.039456271,0.0393303595,0.087388,0.08297,0.132837,0.11259749999999999,0.136982,0.12356700000000001,0.04849,0.042705,0.09637,0.09735450000000001,0.08618,0.08627499999999999,0.149687,0.15070250000000002,24.517,24.324550000000002,49.5626,47.55435,24.5196,24.30145,127.81,128.91000000000003,24.47975922,24.53813839
61,-0.02,0.03,0.108857,0.1077935,0.02874,0.028485,0.20887,0.2085,0.105005,0.104978,0.04033,0.04073,0.093647,0.0940275,0.038291492,0.038397532,0.083371,0.074853,0.1263,0.121278,0.127915,0.124125,0.047145,0.0407755,0.096292,0.096761,0.08469,0.08451,0.149609,0.15005849999999998,24.4315,24.2775,49.4973,47.276650000000004,24.4375,24.263550000000002,127.32,128.98,24.52063751,24.582430834999997
62,0.05,0.09,0.109941,0.109361,0.02983,0.029835,0.20942,0.209505,0.105906,0.10630200000000001,0.040924,0.041771,0.094355,0.0955255,0.039177936,0.038878156,0.081047,0.081904,0.131278,0.125373,0.131285,0.131082,0.047227,0.042565500000000006,0.096904,0.097832,0.0858,0.08589,0.150336,0.1515865,24.4652,24.3156,49.255,47.2399,24.4738,24.3019,127.46,129.0,24.52500534,24.595541
63,-0.15,-0.05,0.1056710873343549,0.10406562555398086,0.0283596277872573,0.02806927790727915,0.207400148885097,0.20647958312172815,0.1022779806449373,0.10214887840471965,0.0383871637736067,0.038530593543684946,0.0915095002539261,0.09105048560198956,0.037061207,0.036738125499999996,0.0828719194979297,0.07832608195621525,0.1320059541452365,0.109474088391134,0.1382855952974466,0.11480195980739225,0.0424895151424358,0.03687615507707405,0.0943211473962461,0.09449561810972595,0.0842996128987476,0.08404429279578884,0.1474434838765654,0.14701501091245606,24.50252486381121,24.395479428463986,50.17560438233543,47.67151462133802,24.476690918009076,24.349501438065737,125.91,128.31,24.68940735,24.724438669999998
64,-0.01,0.06,0.108903,0.107901,0.02981,0.02971,0.20879,0.2085,0.104913,0.104914,0.040401,0.040624,0.093505,0.0939225,0.038734965,0.0386999305,0.07256,0.0815835,0.12597,0.125163,0.120972,0.130999,0.0474,0.039288,0.09636,0.096649,0.08577,0.085735,0.149464,0.1499475,24.3572,24.2221,49.2457,47.327799999999996,24.3491,24.19975,127.51,128.78,24.48949432,24.566858295000003
65,-0.03,0.06,0.107896,0.106854,0.02926,0.02913,0.20834,0.20797,0.104209,0.1041955,0.039815,0.0400945,0.09288,0.093188,0.038117431,0.038061476999999996,0.075843,0.07837749999999999,0.126148,0.1232645,0.123545,0.12950699999999998,0.046295,0.037890499999999994,0.095769,0.0961135,0.08521,0.08514,0.148833,0.149207,24.3934,24.2472,49.6111,47.39375,24.385,24.22285,127.0,128.70499999999998,24.48949242,24.566858295000003
66,0.06,0.12,0.110264,0.109318,0.03171,0.03158,0.20957,0.20923,0.105915,0.10589,0.041121,0.041334,0.094507,0.09489,0.038781639,0.038748188,0.076435,0.080441,0.129027,0.126025,0.124193,0.132129,0.048427,0.040297,0.097084,0.097364,0.08768,0.08762,0.150471,0.150921,24.3584,24.2255,49.2174,47.1942,24.3586,24.2083,127.17,128.86,24.48949432,24.566859245
67,0.01,0.15,0.111181,0.110338,0.03207,0.032100000000000004,0.20991,0.20981,0.106642,0.1066875,0.04176,0.041925000000000004,0.095086,0.09565199999999999,0.039338723,0.03932414,0.082917,0.078989,0.131207,0.1272865,0.126784,0.1308315,0.046017,0.040902999999999995,0.097734,0.097966,0.08804,0.08814,0.151061,0.151693,24.3221,24.21085,48.511,47.160849999999996,24.3146,24.18965,127.73,129.20999999999998,24.48949432,24.566859245
68,0.12,0.15,0.111014,0.110044,0.03132,0.031205,0.2099,0.20964,0.106484,0.106453,0.041585,0.041749,0.094978,0.095467,0.039203022,0.039183845999999994,0.074765,0.085485,0.127639,0.125111,0.124467,0.130919,0.04842,0.040104,0.097552,0.097785,0.0873,0.08724,0.150945,0.151503,24.3411,24.2183,48.8506,47.1449,24.3481,24.21,127.51,128.91,24.48949432,24.566859245
69,0.1,0.15,0.111484,0.1106885,0.0316,0.03161,0.21008,0.209995,0.106865,0.106929,0.041933,0.042103,0.095297,0.0959115,0.039337717,0.0393231045,0.088104,0.080916,0.125593,0.1340715,0.12388,0.1378305,0.046954,0.0404855,0.09791,0.098146,0.08757,0.087655,0.151274,0.1519545,24.3172,24.2085,48.499,47.12915,24.3187,24.19875,127.83,128.95,24.48949432,24.566859245
70,0.12,0.15,0.111314,0.110351,0.0307,0.03059,0.21004,0.2098,0.106711,0.106673,0.041766,0.041911,0.095181,0.095693,0.039314702,0.039299311,0.078259,0.080106,0.12761,0.1248185,0.124641,0.13039,0.048506,0.04018,0.097735,0.097949,0.08667,0.08663,0.15115,0.151731,24.3366,24.218,48.7282,47.11945,24.3393,24.2075,128.04,129.13,24.48949432,24.566859245
71,0.08,0.09,0.111694,0.1109365,0.03088,0.030885,0.21019,0.21013500000000002,0.107015,0.1071115,0.042044,0.0422335,0.095417,0.096083,0.039521724,0.039513342,0.083532,0.07927000000000001,0.12493,0.136285,0.122894,0.140648,0.046982,0.041014999999999996,0.098022,0.0982755,0.08686,0.086925,0.151396,0.152125,24.3085,24.2105,48.4705,47.11525,24.3157,24.1991,127.48,128.975,24.48949432,24.566859245
72,0.44,0.27,0.113251,0.112365,0.03183,0.03185,0.21081,0.21084,0.108161,0.1081155,0.04299,0.042982,0.096279,0.097092,0.039896443,0.039900758999999994,0.06685,0.083161,0.128691,0.119824,0.127691,0.1226935,0.051032,0.043812,0.098971,0.099035,0.08781,0.08791,0.152259,0.15314450000000002,24.2609,24.1735,47.4439,46.96875,24.2549,24.1458,128.77,128.93,24.48949432,24.566859245
73,0.25,0.23,0.111736,0.111025,0.0313,0.03138,0.21025,0.21019,0.107077,0.1072175,0.04207,0.042316999999999994,0.095442,0.096289,0.040177383,0.0397471115,0.080453,0.0836055,0.119653,0.137415,0.115489,0.14533200000000002,0.049993,0.042178,0.098046,0.09836,0.08727,0.087425,0.151418,0.1523315,24.296,24.178350000000002,48.5185,46.98355,24.2833,24.15135,126.89,129.52499999999998,24.52746582,24.585845945
74,0.17,0.33,0.109316,0.10793849999999999,0.03027,0.030325,0.20834,0.20849499999999999,0.10517,0.105069,0.040888,0.040715,0.093236,0.0939135,0.038943708,0.0385838135,0.077819,0.07816999999999999,0.125663,0.115081,0.125936,0.117483,0.048007,0.040872,0.096846,0.09676,0.08624,0.08637,0.149193,0.149958,24.2925,24.21265,47.1824,47.76105,24.2876,24.19095,128.74,128.53,24.41539955,24.495964049999998
75,0.53,0.23,0.110426,0.108873,0.03094,0.03117,0.20781,0.20871,0.105575,0.105504,0.041511,0.040939,0.092729,0.094113,0.037923064,0.0380773005,0.069543,0.089279,0.111933,0.122482,0.118849,0.131066,0.04947,0.042036,0.097467,0.097009,0.08689,0.08724,0.148684,0.150183,24.2301,24.2099,44.5335,48.1419,24.2291,24.1924,130.87,127.73,24.58045769,24.534677504999998
76,-0.09,-0.08,0.107482,0.1063805,0.02916,0.029035,0.20814,0.20759,0.103543,0.103755,0.039358,0.039776,0.092409,0.09257499999999999,0.037816517,0.0376900175,0.084986,0.0737215,0.134755,0.12232950000000001,0.136335,0.1275035,0.044018,0.039917,0.095312,0.095755,0.08512,0.08502,0.148363,0.148554,24.5178,24.4162,50.2424,47.5763,24.5073,24.3872,126.45,128.77,24.65212631,24.695073125
77,-0.02,0.07,0.1078590710530608,0.10681136610051635,0.0293106006327404,0.029181400723131898,0.2083269004971532,0.2079487505649468,0.1042013507457298,0.10417314075024936,0.0398002805965838,0.040073355562687,0.0928595006779362,0.09315993075476894,0.038278457,0.038227958500000006,0.0828307273723085,0.07789247659314999,0.1227629282093661,0.1242258559314735,0.1236766712338438,0.12818933575972963,0.043952441518577,0.037680245973968296,0.0957580706011034,0.09609225056494675,0.0852627005875447,0.0852014007231319,0.1488172906824557,0.1491792207592885,24.390316965199276,24.24669149480249,49.60507171436289,47.38882446180959,24.378834984181488,24.21614500225979,127.02,128.71,24.48949242,24.566858295000003
78,0.01,0.07,0.107777,0.1067195,0.02933,0.02919,0.2083,0.20792,0.104168,0.104133,0.039782,0.04004,0.092841,0.09309400000000001,0.038316708,0.0382675065,0.078434,0.08294599999999999,0.124357,0.1239275,0.122867,0.129117,0.045731,0.037305000000000005,0.095734,0.096058,0.08529,0.08522,0.148794,0.149112,24.3924,24.246499999999997,49.574,47.381550000000004,24.3752,24.212600000000002,127.18,128.825,24.48949242,24.566858295000003
79,-0.56,-0.02,0.104955,0.10680100000000001,0.02872,0.02815,0.20899,0.20795999999999998,0.102718,0.104601,0.037181,0.040431499999999995,0.093247,0.0943365,0.038182545,0.036542926,0.09362,0.08091799999999999,0.141593,0.128905,0.141021,0.1298105,0.045271,0.041579,0.093165,0.09651699999999999,0.0847,0.084225,0.149232,0.15042250000000001,24.8594,24.4221,56.9534,46.332049999999995,24.8661,24.401,120.19,129.82,24.78620911,24.960659985
80,-0.08,0.05,0.106986,0.105962,0.02879,0.028569999999999998,0.20799,0.207485,0.103575,0.1035465,0.039233,0.039617,0.092341,0.0925045,0.037993118,0.037932953,0.080073,0.0794165,0.121609,0.1251135,0.124439,0.1293455,0.043677,0.0370945,0.095186,0.095632,0.08475,0.08459,0.148294,0.14851999999999999,24.4367,24.269350000000003,50.2227,47.39985,24.4314,24.24505,127.05,128.87,24.48949432,24.566858295000003
81,0.43,0.34,0.115691,0.1146925,0.03487,0.035655,0.21066,0.21191500000000002,0.109475,0.1094155,0.044396,0.0438105,0.096033,0.0978485,0.041266754,0.041729115,0.090628,0.0873945,0.130227,0.12729849999999998,0.132262,0.12944450000000002,0.049606,0.047303,0.100394,0.099881,0.09086,0.09172,0.152032,0.153919,24.1237,24.2107,43.7825,48.54075,24.1146,24.1733,132.98,128.32,24.47579002,24.45309925
82,-0.03,0.25,0.108977,0.11186650000000001,0.03209,0.032295000000000004,0.21018,0.21008,0.105143,0.10777300000000001,0.039589,0.04245500000000001,0.094568,0.097394,0.041274268,0.039442632,0.092649,0.091519,0.136407,0.1297505,0.141495,0.13236900000000001,0.049426,0.046862,0.095621,0.098548,0.08812,0.08838499999999999,0.150599,0.1534875,24.631,24.344099999999997,53.918,46.225899999999996,24.6343,24.319699999999997,123.26,129.86,24.66871452,24.82837486
83,0.26,0.25,0.11615,0.1151,0.03682,0.03677,0.21231,0.21238,0.110358,0.110141,0.04465,0.044459,0.098315,0.09919,0.041160032,0.041207153499999996,0.075293,0.09042,0.122419,0.1305095,0.125792,0.136124,0.051181,0.042592,0.100637,0.100526,0.09281,0.09285,0.154302,0.155257,24.2196,24.1402,46.9186,46.754599999999996,24.2219,24.1292,128.43,129.19,24.48949432,24.566860194999997
84,0.2,0.21,0.114805,0.114238,0.03604,0.036275,0.21183,0.211955,0.109438,0.10956550000000001,0.043925,0.04403,0.097641,0.098578,0.04073178,0.040764392999999996,0.08972,0.0823555,0.133775,0.132021,0.130966,0.13261699999999998,0.048666,0.043017,0.099918,0.1000885,0.09203,0.09233,0.153634,0.1546365,24.2327,24.13785,47.6065,46.7216,24.2311,24.124000000000002,127.88,129.1,24.48949432,24.566860194999997
85,0.68,0.62,0.120066,0.11951049999999999,0.03924,0.04088,0.21357,0.215315,0.113329,0.11424400000000001,0.047314,0.047387,0.098899,0.100554,0.044832945,0.044467034,0.086362,0.0821815,0.137124,0.121463,0.137885,0.1275285,0.057342,0.052406999999999995,0.103378,0.103518,0.0953,0.09701499999999999,0.154962,0.1566845,24.2598,24.28425,43.978,47.566,24.2466,24.25635,133.5,129.33,24.45220566,24.55826187
86,-0.12,-0.07,0.1067146988293689,0.1055501543710937,0.0288042933997448,0.028654657285176,0.2077690719800646,0.207277895641342,0.1028837292652407,0.1031529052552849,0.0388136268493043,0.0392576172353614,0.0918314423910171,0.09210755658778955,0.037180234,0.037001442499999995,0.0759344841842236,0.07904872199267879,0.1088580185302316,0.12836875008716953,0.1169081879950518,0.12487515673716795,0.0432004370111957,0.039559131980112155,0.0947611774844225,0.09523494107097799,0.0847585444582752,0.0846317828144412,0.1477795679202823,0.14808566787047966,24.50034078206889,24.44513092901956,50.26240177335074,47.86544853052304,24.47234574844463,24.40634517559466,125.66,128.28,24.71435738,24.729784965
87,0.41,0.23,0.1161460834200193,0.11498775879756375,0.0349674188244001,0.03540751779953555,0.2116200411544697,0.2122900205772349,0.1102205716292182,0.1102251941237238,0.0448882387758687,0.0444811109926044,0.0974194446281617,0.09841226546404211,0.04200029,0.041961534,0.0828417482200464,0.08222721086986376,0.1237332775837151,0.12664511484141144,0.1282770197950271,0.126511040207826,0.0506859293796575,0.04717900010220395,0.1008961659333668,0.10056659642410405,0.0909675645094039,0.09149737211453166,0.1534273572171594,0.15449775089554174,24.170015045819472,24.196866891547412,44.7267036870039,47.673090470468765,24.170373208713045,24.175273074938282,131.83,128.35,24.42524719,24.517649650000003
88,-0.19,0.02,0.1080004827209676,0.1102684073153406,0.0313027930415447,0.03178465754322095,0.2096780007292171,0.20990351115917677,0.1049617197583705,0.1073715362640017,0.0397351820099809,0.0424311234928241,0.0947392028699003,0.09724273729788245,0.040010028,0.038234753499999996,0.0835641603948909,0.08092868823428004,0.1374063035234115,0.1242032444466798,0.1386343472485974,0.12690325166036098,0.049928925961655,0.045530769043522254,0.0957324882679567,0.0985599193208402,0.0872932305529388,0.0879194387875239,0.1507365237115893,0.15337153312589863,24.5955942029756,24.311076544965847,53.276694041497095,46.88699374984172,24.610332730019948,24.3149665303815,124.01,129.06,24.66489029,24.888830185
89,-0.05,-0.03,0.107461,0.1067755,0.02968,0.029664999999999997,0.20832,0.20816,0.103705,0.104216,0.039487,0.039993,0.092542,0.092974,0.038116138,0.0378627235,0.085695,0.081704,0.136103,0.127222,0.139237,0.1380245,0.04262,0.038167,0.095438,0.09599150000000001,0.08563,0.085655,0.148494,0.1489725,24.4868,24.39535,50.0287,47.90905,24.4553,24.3509,126.17,128.485,24.68317604,24.754092215
