mol,sigma-p,sigma-m,p-Mulliken,m-Mulliken,p-xTB-Mulliken,m-xTB-Mulliken,p-NPA,m-NPA,p-MBS-Mulliken,m-MBS-Mulliken,p-Hirshfeld,m-Hirshfeld,p-Iterative Hirshfeld,m-Iterative Hirshfeld,p-ML-QMDESC Hirshfeld,m-ML-QMDESC Hirshfeld,p-CHELPG,m-CHELPG,p-MKUFF,m-MKUFF,p-HLYGAt,m-HLYGAt,p-APT,m-APT,p-CM5,m-CM5,p-xTB-CM5,m-xTB-CM5,p-Iterative CM5,m-Iterative CM5,p-NMR (GIAO),m-NMR (GIAO),p-NMR (CSGT),m-NMR (CSGT),p-NMR (IGAIM),m-NMR (IGAIM),p-NMR (ML-CASCADE),m-NMR (ML-CASCADE),p-NMR (ML-QMDESC),m-NMR (ML-QMDESC)
37,-0.61,-0.24,0.0994823753571068,0.1012017609514856,0.024633556716468,0.0235438024787165,0.206834048240965,0.20498134941365498,0.0988127667537351,0.10067675782248975,0.0336974298560636,0.03759602144722895,0.0901707721002422,0.09034931010393529,0.035619833,0.0334574805,0.0841821800259953,0.0823799791309142,0.1370056480966927,0.11924837842490224,0.1409695143116136,0.1263051422332428,0.0434924539765462,0.039415784160483455,0.0896497488912443,0.09363970241204825,0.080591286833737,0.079589937420082,0.1461228641471498,0.14639299106875464,25.048306428048644,24.516547405654816,60.220768308726896,46.39195632192616,25.0666806913739,24.491463135662727,117.85,128.865,24.93930244,25.09775543
38,0.01,0.08,0.1093123290190578,0.10803101802161524,0.029476573550037,0.029682601485025897,0.2084100591700354,0.2082893442950251,0.1047068180810164,0.10476893566702411,0.0405359365629898,0.04047938323900665,0.0930025963930368,0.09367619794901405,0.038148373,0.038092926,0.0738857836350128,0.0818939029552011,0.1163826695883175,0.11718913457470365,0.1185697586271758,0.11822231127299605,0.0468646429040507,0.042972388743502954,0.0965016565299893,0.0964724517680059,0.0854433163600362,0.08568085867502676,0.1489679906410362,0.1496689293375134,24.351988661001567,24.317391330748293,47.9939109664219,48.03205608332648,24.33335896510189,24.278542259549546,127.6,128.385,24.58342361,24.693878169999998
39,0.48,0.38,0.1160456339592401,0.1144460210973777,0.0355252562200696,0.0359920778408884,0.2106328843301044,0.21147614811597545,0.1097828274700242,0.10911285590006431,0.0448105466028151,0.04362648206036395,0.0962045636841531,0.0974574754694301,0.041441388,0.0420955415,0.0806267509640762,0.08905525731150665,0.1119067840249507,0.12931325766121532,0.122475856716051,0.13495250831789415,0.0523520233968215,0.048621981085496396,0.1007899280083169,0.09968694411478726,0.091506527571742,0.09206144216505216,0.1521840722248221,0.1535183739562698,24.167745534691996,24.219874377993037,42.9595422667701,48.02148131224611,24.16689050777736,24.187027977577195,133.59,128.135,24.48592758,24.371863365
40,-0.24,0.1,0.1040988602417686,0.10689573385774956,0.0287428561744472,0.02831160702180585,0.2084174994350942,0.20720464326064691,0.1018547148344798,0.1041136082645985,0.0367992865212939,0.03993148289740975,0.0922732851655201,0.09380559048412146,0.038676642,0.037129949999999995,0.090173892695466,0.08324577763821986,0.1392994455425359,0.11837661713389384,0.1445791648962618,0.12825001597277863,0.048081498531245,0.044605696263134695,0.0927987508473586,0.09600530430177096,0.0847417848265766,0.08438214269574115,0.1482727494915848,0.14987901902326972,24.80118179019456,24.39529269574122,56.98154653147873,46.492668853797994,24.82194256016384,24.37558210654177,121.13,129.64,24.63742447,24.874269485
41,-0.45,0.1,0.1033643376290455,0.1061574633849867,0.0285519676054869,0.028034681190452,0.2082823656894567,0.20693848865040348,0.1015066583776575,0.10364856421788335,0.036476349149828,0.039593688661920395,0.0921090336488327,0.09338572328028516,0.038474206,0.037018213499999994,0.092554010493666,0.0795416222754188,0.1363954989168663,0.12318655942702406,0.136518795939169,0.1264261808480798,0.0471905933614282,0.043102676342791954,0.0924684048131093,0.09566842078237894,0.0845420371845886,0.08411436808449449,0.1481010893121141,0.14946095192178865,24.85412951984075,24.414884304784827,57.52947952638286,46.401854590880944,24.86661989283833,24.39036532452097,121.5,129.6,24.66618538,24.88864994
42,0.07,0.06,0.11398,0.1137055,0.03262,0.03273,0.21128,0.2112,0.107738,0.1081825,0.042238,0.042704,0.096656,0.0973165,0.040006392,0.0391213745,0.086748,0.0889125,0.132906,0.1246625,0.14062,0.127098,0.048217,0.0458065,0.098217,0.098712,0.08861,0.08873500000000001,0.152636,0.15332449999999997,24.3581,24.26905,49.0169,46.9851,24.3472,24.24655,127.41,128.74,24.68060875,24.72028351
43,0.36,0.35,0.113942324408667,0.11249903254293506,0.0329994923302122,0.0333296875878229,0.2103398177595633,0.2108650650858702,0.1083733126932104,0.1082921309631158,0.0435022749434057,0.04304171492388835,0.0957155951658872,0.0964408158069872,0.040498905,0.0408665055,0.0877875286748501,0.07758228046837595,0.1166639314089651,0.1233481543940291,0.1255815976365577,0.1251478399922086,0.0507714933508963,0.04776185564988475,0.0994952762451231,0.09910720516100785,0.0889895183645603,0.08939468107923584,0.1517085964676046,0.15250580734582408,24.2401395722091,24.27760761504682,45.17574821681915,48.023553541274595,24.24161262665882,24.25069095306404,131.22,128.33999999999997,24.55605316,24.58305454
44,0.0,0.21,0.1079753405969228,0.1102802191859822,0.0314465346404696,0.0319075327790779,0.2096745761370169,0.20983529179129168,0.1049016909648454,0.1072948774536393,0.0397004330061619,0.042372023444823145,0.0947673105689875,0.09716351587642205,0.039090682,0.0377069175,0.0958823783433903,0.079654033477753,0.1366899716969735,0.1168665672421199,0.1415347513209782,0.1239859158305405,0.0498117889309629,0.046649347343814346,0.0956956778259176,0.0984983680784397,0.0874565346404696,0.08803725029474435,0.1507635553887432,0.15328936992618308,24.64563917552837,24.379779192777455,53.42477350324949,46.98092261512462,24.658751794253796,24.379708854997304,124.94,129.04500000000002,24.69454765,24.903660775
45,0.45,0.36,0.115963,0.11419599999999999,0.0349,0.03569,0.21028,0.21176,0.109447,0.1094425,0.044544,0.043828,0.095639,0.09755449999999999,0.041503761,0.042044486500000006,0.085858,0.087617,0.120852,0.1165715,0.131869,0.1202935,0.053364,0.051606,0.100544,0.09992,0.0909,0.09178,0.151638,0.153646,24.1665,24.25045,43.0917,48.260000000000005,24.1696,24.22355,133.24,128.515,24.55080414,24.480474475
46,0.31,0.39,0.112058,0.1128605,0.03504,0.03591,0.21112,0.21147,0.107557,0.1098555,0.04223,0.044217,0.096115,0.0992015,0.04137031,0.040240557999999996,0.096882,0.08894250000000001,0.136367,0.12842900000000002,0.143976,0.12668200000000002,0.053617,0.050969,0.098288,0.1003245,0.09109,0.09201000000000001,0.152174,0.15530899999999997,24.4493,24.3084,50.4604,46.727,24.452,24.27525,126.04,129.45499999999998,24.46414185,24.642811775
